key,ticker,filing_type,entity_text,entity_type,score
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Beats ®,MISC,0.8109999895095825
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.5669999718666077
AAPL_10-K_0000320193-23-000106,AAPL,10-K,TV ®,MISC,0.781000018119812
AAPL_10-K_0000320193-23-000106,AAPL,10-K,HomePod ®,MISC,0.9179999828338624
AAPL_10-K_0000320193-23-000106,AAPL,10-K,HomePod,MISC,0.8920000195503235
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,MISC,0.9940000176429749
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple Inc,ORG,0.9980000257492064
AAPL_10-K_0000320193-23-000106,AAPL,10-K,AppleCare,ORG,0.8220000267028809
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Company,ORG,0.8980000019073486
AAPL_10-K_0000320193-23-000106,AAPL,10-K,AppleC,ORG,0.8379999995231628
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.9919999837875366
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.9570000171661376
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Cloud Services The Company,ORG,0.8849999904632568
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.99099999666214
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Windows,MISC,0.8370000123977661
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Digital,ORG,0.6050000190734863
AAPL_10-K_0000320193-23-000106,AAPL,10-K,The Company,ORG,0.7760000228881836
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.9710000157356262
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.9739999771118164
AAPL_10-K_0000320193-23-000106,AAPL,10-K,SM,ORG,0.5809999704360962
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.9819999933242798
AAPL_10-K_0000320193-23-000106,AAPL,10-K,Apple,ORG,0.9760000109672546
AAPL_10-K_0000320193-23-000106,AAPL,10-K,$90 billion,MONEY,1.0
AAPL_10-K_0000320193-23-000106,AAPL,10-K,$15.9 billion,MONEY,1.0
AAPL_10-K_0000320193-23-000106,AAPL,10-K,$4.6 billion,MONEY,1.0
